dataset,best_config,relation,relation_name,relation_gloss_zh,mapping_direction,direction,query_text,query_entity,fixed_entity,gold_entity,stage1_top1,final_top1,stage1_rank,final_rank,rank_gain,candidate_count,active_rule_count,baseline_mrr_relation,final_mrr_relation
hetionet,best_combination,14,DrD,疾病与疾病相似,many-to-many,tail,"(Disease::DOID:2174, DrD, ?)",Disease::DOID:2174,,Disease::DOID:4159,Disease::DOID:119,Disease::DOID:4159,3.0,1.0,2.0,100,100,0.26286,0.30949
hetionet,best_combination,13,DpS,疾病表现出症状,many-to-many,head,"(?, DpS, Symptom::D014550)",,Symptom::D014550,Disease::DOID:4362,Disease::DOID:1993,Disease::DOID:4362,3.0,1.0,2.0,100,100,0.23266,0.24077
FB15k-237,best_combination,152,/military/military_combatant/military_conflicts./military/military_combatant_group/combatants,军事战斗方参与的军事冲突中的作战方/参战者,many-to-many,head,"(?, /military/military_combatant/military_conflicts./military/military_combatant_group/combatants, /m/06bnz)",,/m/06bnz,/m/0f8l9c,/m/015qh,/m/0f8l9c,3.0,1.0,2.0,100,100,0.25477,0.32488
FB15k-237,best_combination,90,/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,电影发行对应的发行介质,many-to-one,tail,"(/m/033qdy, /film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium, ?)",/m/033qdy,,/m/02nxhr,/m/0735l,/m/02nxhr,2.0,1.0,1.0,4,4,0.54608,0.61232
FB15k-237,best_combination,90,/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,电影发行对应的发行介质,many-to-one,tail,"(/m/0bt4g, /film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium, ?)",/m/0bt4g,,/m/02nxhr,/m/0735l,/m/02nxhr,2.0,1.0,1.0,4,4,0.54608,0.61232
FB15k-237,best_combination,70,/language/human_language/countries_spoken_in,该语言使用/通行的国家,many-to-many,tail,"(/m/0swlx, /language/human_language/countries_spoken_in, ?)",/m/0swlx,,/m/05sb1,/m/03rk0,/m/05sb1,2.0,1.0,1.0,100,100,0.33496,0.35911
FB15k-237,best_combination,70,/language/human_language/countries_spoken_in,该语言使用/通行的国家,many-to-many,head,"(?, /language/human_language/countries_spoken_in, /m/0d05q4)",,/m/0d05q4,/m/032f6,/m/02h40lc,/m/032f6,2.0,1.0,1.0,100,100,0.33496,0.35911
FB15k-237,best_combination,58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,地点相邻的地点,many-to-many,tail,"(/m/01x73, /location/location/adjoin_s./location/adjoining_relationship/adjoins, ?)",/m/01x73,,/m/05k7sb,/m/0694j,/m/05k7sb,8.0,1.0,7.0,100,100,0.40048,0.42897
FB15k-237,best_combination,58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,地点相邻的地点,many-to-many,tail,"(/m/07f5x, /location/location/adjoin_s./location/adjoining_relationship/adjoins, ?)",/m/07f5x,,/m/01699,/m/0164v,/m/01699,4.0,1.0,3.0,100,100,0.40048,0.42897
FB15k-237,best_combination,58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,地点相邻的地点,many-to-many,tail,"(/m/0kq2g, /location/location/adjoin_s./location/adjoining_relationship/adjoins, ?)",/m/0kq2g,,/m/0l2nd,/m/0l2sr,/m/0l2nd,3.0,1.0,2.0,100,100,0.40048,0.42897
FB15k-237,best_combination,58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,地点相邻的地点,many-to-many,tail,"(/m/0l2nd, /location/location/adjoin_s./location/adjoining_relationship/adjoins, ?)",/m/0l2nd,,/m/0kq2g,/m/0l2sr,/m/0kq2g,3.0,1.0,2.0,100,100,0.40048,0.42897
FB15k-237,best_combination,58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,地点相邻的地点,many-to-many,tail,"(/m/0vmt, /location/location/adjoin_s./location/adjoining_relationship/adjoins, ?)",/m/0vmt,,/m/01n7q,/m/0846v,/m/01n7q,3.0,1.0,2.0,100,100,0.40048,0.42897
FB15k-237,best_combination,58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,地点相邻的地点,many-to-many,tail,"(/m/0n5_t, /location/location/adjoin_s./location/adjoining_relationship/adjoins, ?)",/m/0n5_t,,/m/0nm3n,/m/0n5y4,/m/0nm3n,2.0,1.0,1.0,100,100,0.40048,0.42897
